geo_name|st|White Alone|Black Alone|Total White and Black
York County|SC|169158|43003|212161
Aurora County|SD|2577|11|2588
Beadle County|SD|15599|147|15746
Bennett County|SD|1157|4|1161
Bon Homme County|SD|6349|68|6417
Brookings County|SD|29802|254|30056
Brown County|SD|34057|194|34251
Brule County|SD|4646|12|4658
Buffalo County|SD|283|4|287
Butte County|SD|9526|22|9548
Campbell County|SD|1441|2|1443
Charles Mix County|SD|5930|9|5939
Clark County|SD|3620|7|3627
Clay County|SD|12637|185|12822
Codington County|SD|25951|93|26044
Corson County|SD|1204|3|1207
Custer County|SD|7737|15|7752
Davison County|SD|18421|82|18503
Day County|SD|5030|8|5038
Deuel County|SD|4253|13|4266
Dewey County|SD|1115|5|1120
Douglas County|SD|2899|11|2910
Edmunds County|SD|3981|5|3986
Fall River County|SD|6287|49|6336
Faulk County|SD|2339|3|2342
Grant County|SD|7146|10|7156
Gregory County|SD|3828|7|3835
Haakon County|SD|1834|3|1837
Hamlin County|SD|5706|10|5716
Hand County|SD|3377|3|3380
Hanson County|SD|3285|0|3285
Harding County|SD|1204|1|1205
Hughes County|SD|14593|84|14677
Hutchinson County|SD|7151|28|7179
Hyde County|SD|1265|1|1266
Jackson County|SD|1295|6|1301
Jerauld County|SD|2009|1|2010
Jones County|SD|962|1|963
Kingsbury County|SD|5048|7|5055
Lake County|SD|10771|59|10830
Lawrence County|SD|22747|91|22838
Lincoln County|SD|43068|320|43388
Lyman County|SD|2191|3|2194
McCook County|SD|5507|8|5515
McPherson County|SD|2414|1|2415
Marshall County|SD|3974|7|3981
Meade County|SD|23405|319|23724
Mellette County|SD|814|2|816
Miner County|SD|2337|3|2340
Minnehaha County|SD|149220|6407|155627
Moody County|SD|5256|33|5289
Pennington County|SD|84350|1050|85400
Perkins County|SD|2890|2|2892
Potter County|SD|2272|3|2275
Roberts County|SD|6265|11|6276
Sanborn County|SD|2307|0|2307
Shannon County|SD|397|4|401
Spink County|SD|6230|17|6247
Stanley County|SD|2670|9|2679
Sully County|SD|1326|1|1327
Todd County|SD|921|16|937
Tripp County|SD|4689|6|4695
Turner County|SD|8136|20|8156
Union County|SD|13758|95|13853
Walworth County|SD|4494|6|4500
Yankton County|SD|20829|340|21169
Ziebach County|SD|610|6|616
Anderson County|TN|69065|2847|71912
Bedford County|TN|36848|3564|40412
Benton County|TN|15737|321|16058
Bledsoe County|TN|12048|470|12518
Blount County|TN|114993|3380|118373
Bradley County|TN|89386|4219|93605
Campbell County|TN|39778|125|39903
Cannon County|TN|13325|168|13493
Carroll County|TN|24755|2879|27634
Carter County|TN|55335|760|56095
Cheatham County|TN|37374|564|37938
Chester County|TN|15021|1569|16590
Claiborne County|TN|31224|282|31506
Clay County|TN|7589|104|7693
Cocke County|TN|33911|669|34580
Coffee County|TN|48561|1845|50406
Crockett County|TN|11478|1843|13321
Cumberland County|TN|54266|161|54427
Davidson County|TN|385039|173730|558769
Decatur County|TN|11139|338|11477
DeKalb County|TN|17352|250|17602
Dickson County|TN|45611|2056|47667
Dyer County|TN|31432|5477|36909
Fayette County|TN|26578|10784|37362
Fentress County|TN|17623|31|17654
Franklin County|TN|37260|2109|39369
Gibson County|TN|38988|9340|48328
Giles County|TN|25480|3012|28492
Grainger County|TN|21978|107|22085
Greene County|TN|65358|1373|66731
Grundy County|TN|13394|37|13431
Hamblen County|TN|54163|2527|56690
Hamilton County|TN|248716|67900|316616
Hancock County|TN|6682|24|6706
Hardeman County|TN|15379|11281|26660
Hardin County|TN|24384|896|25280
Hawkins County|TN|54817|740|55557
Haywood County|TN|8617|9465|18082
Henderson County|TN|24764|2187|26951
Henry County|TN|28827|2599|31426
Hickman County|TN|22920|1120|24040
Houston County|TN|8015|193|8208
Humphreys County|TN|17629|463|18092
Jackson County|TN|11387|30|11417
Jefferson County|TN|48571|1048|49619
Johnson County|TN|17544|378|17922
Knox County|TN|369794|38045|407839
Lake County|TN|5490|2171|7661
Lauderdale County|TN|17236|9720|26956
Lawrence County|TN|40050|642|40692
Lewis County|TN|11656|199|11855
Lincoln County|TN|29841|2269|32110
Loudon County|TN|45339|533|45872
McMinn County|TN|47954|2066|50020
McNairy County|TN|23925|1550|25475
Macon County|TN|21364|93|21457
Madison County|TN|58226|35636|93862
Marion County|TN|26501|1012|27513
Marshall County|TN|27094|2003|29097
Maury County|TN|66677|10154|76831
Meigs County|TN|11341|116|11457
Monroe County|TN|41661|926|42587
Montgomery County|TN|122336|32982|155318
Moore County|TN|6068|145|6213
Morgan County|TN|20761|806|21567
Obion County|TN|27329|3367|30696
Overton County|TN|21571|87|21658
Perry County|TN|7584|119|7703
Pickett County|TN|4993|5|4998
Polk County|TN|16397|50|16447
Putnam County|TN|66536|1455|67991
Rhea County|TN|29695|616|30311
Roane County|TN|51157|1440|52597
Robertson County|TN|57919|4934|62853
Rutherford County|TN|205417|32886|238303
Scott County|TN|21853|21|21874
Sequatchie County|TN|13543|21|13564
Sevier County|TN|84217|711|84928
Shelby County|TN|376270|483381|859651
Smith County|TN|18179|410|18589
Stewart County|TN|12605|188|12793
Sullivan County|TN|149208|3329|152537
Sumner County|TN|142844|10311|153155
Tipton County|TN|47501|11449|58950
Trousdale County|TN|6852|754|7606
Unicoi County|TN|17553|36|17589
Union County|TN|18678|22|18700
Van Buren County|TN|5441|23|5464
Warren County|TN|35650|1142|36792
Washington County|TN|112619|4814|117433
Wayne County|TN|15712|978|16690
Weakley County|TN|31124|2736|33860
White County|TN|24739|459|25198
Williamson County|TN|163728|7941|171669
Wilson County|TN|101379|7297|108676
Anderson County|TX|38632|12310|50942
Andrews County|TX|11749|222|11971
Angelina County|TX|62537|13035|75572
Aransas County|TX|20231|303|20534
Archer County|TX|8504|40|8544
Armstrong County|TX|1774|11|1785
Atascosa County|TX|38130|359|38489
Austin County|TX|22379|2668|25047
Bailey County|TX|5392|86|5478
Bandera County|TX|19010|98|19108
Bastrop County|TX|54750|5772|60522
Baylor County|TX|3410|75|3485
Bee County|TX|25092|2592|27684
Bell County|TX|190553|66700|257253
Bexar County|TX|1250252|128892|1379144
Blanco County|TX|9475|69|9544
Borden County|TX|600|0|600
Bosque County|TX|16372|296|16668
Bowie County|TX|63641|22387|86028
Brazoria County|TX|219416|37761|257177
Brazos County|TX|142814|21414|164228
Brewster County|TX|7993|104|8097
Briscoe County|TX|1433|41|1474
Brooks County|TX|6471|37|6508
Brown County|TX|32962|1382|34344
Burleson County|TX|13392|2098|15490
Burnet County|TX|37825|766|38591
Caldwell County|TX|28865|2585|31450
Calhoun County|TX|17432|565|17997
Callahan County|TX|12724|141|12865
Cameron County|TX|353423|2155|355578
Camp County|TX|8402|2163|10565
Carson County|TX|5803|35|5838
Cass County|TX|24079|5315|29394
Castro County|TX|5532|162|5694
Chambers County|TX|27582|2872|30454
Cherokee County|TX|36450|7498|43948
Childress County|TX|5774|698|6472
Clay County|TX|10224|57|10281
Cochran County|TX|2288|125|2413
Coke County|TX|3036|8|3044
Coleman County|TX|7841|197|8038
Collin County|TX|560036|66387|626423
Collingsworth County|TX|2338|134|2472
Colorado County|TX|15676|2740|18416
Comal County|TX|97044|1727|98771
Comanche County|TX|12417|53|12470
Concho County|TX|3553|77|3630
Cooke County|TX|32943|1054|33997
Coryell County|TX|53033|11943|64976
Cottle County|TX|1212|133|1345
Crane County|TX|3243|125|3368
Crockett County|TX|3092|30|3122
Crosby County|TX|4784|209|4993
Culberson County|TX|1892|15|1907
Dallam County|TX|5371|84|5455
Dallas County|TX|1267861|528200|1796061
Dawson County|TX|10606|905|11511
Deaf Smith County|TX|15075|242|15317
Delta County|TX|4461|380|4841
Denton County|TX|497260|55534|552794
DeWitt County|TX|15206|1876|17082
Dickens County|TX|2052|99|2151
Dimmit County|TX|8860|99|8959
Donley County|TX|3307|164|3471
Duval County|TX|10247|110|10357
Eastland County|TX|16697|335|17032
Ector County|TX|104653|6141|110794
Edwards County|TX|1739|11|1750
Ellis County|TX|117662|13482|131144
El Paso County|TX|656993|24864|681857
Erath County|TX|32441|451|32892
Falls County|TX|10832|4524|15356
Fannin County|TX|29172|2312|31484
Fayette County|TX|20491|1632|22123
Fisher County|TX|3444|136|3580
Floyd County|TX|4916|232|5148
Foard County|TX|1211|53|1264
Fort Bend County|TX|296310|125818|422128
Franklin County|TX|9178|417|9595
Freestone County|TX|14484|3193|17677
Frio County|TX|13326|584|13910
Gaines County|TX|14726|305|15031
Galveston County|TX|211088|40112|251200
Garza County|TX|5348|420|5768
Gillespie County|TX|22667|89|22756
Glasscock County|TX|1044|15|1059
Goliad County|TX|6035|343|6378
Gonzales County|TX|14158|1468|15626
Gray County|TX|18363|1097|19460
Grayson County|TX|101371|7081|108452
Gregg County|TX|81928|24390|106318
Grimes County|TX|19409|4390|23799
Guadalupe County|TX|105017|8512|113529
Hale County|TX|25670|1925|27595
Hall County|TX|2579|242|2821
Hamilton County|TX|7913|46|7959
Hansford County|TX|4593|36|4629
Hardeman County|TX|3538|246|3784
Hardin County|TX|49505|3193|52698
Harris County|TX|2318256|775492|3093748
Harrison County|TX|45020|14398|59418
Hartley County|TX|5272|418|5690
Haskell County|TX|4876|220|5096
Hays County|TX|126712|5536|132248
Hemphill County|TX|3310|9|3319
Henderson County|TX|67395|4887|72282
Hidalgo County|TX|681649|4569|686218
Hill County|TX|29307|2224|31531
Hockley County|TX|18000|837|18837
Hood County|TX|47378|252|47630
Hopkins County|TX|28646|2483|31129
Houston County|TX|15896|6179|22075
Howard County|TX|25928|2181|28109
Hudspeth County|TX|2738|48|2786
Hunt County|TX|70248|7133|77381
Hutchinson County|TX|18944|558|19502
Irion County|TX|1464|11|1475
Jack County|TX|7913|340|8253
Jackson County|TX|11446|988|12434
Jasper County|TX|27738|5959|33697
Jeff Davis County|TX|2113|23|2136
Jefferson County|TX|131574|85291|216865
Jim Hogg County|TX|4658|22|4680
Jim Wells County|TX|35620|237|35857
Johnson County|TX|131622|3979|135601
Jones County|TX|14375|2344|16719
Karnes County|TX|10408|1377|11785
Kaufman County|TX|81776|10730|92506
Kendall County|TX|30299|167|30466
Kenedy County|TX|364|5|369
Kent County|TX|753|8|761
Kerr County|TX|43505|884|44389
Kimble County|TX|4216|18|4234
King County|TX|268|0|268
Kinney County|TX|3187|53|3240
Kleberg County|TX|25618|1201|26819
Knox County|TX|2842|214|3056
Lamar County|TX|39489|6703|46192
Lamb County|TX|10403|598|11001
Lampasas County|TX|16792|632|17424
La Salle County|TX|6176|34|6210
Lavaca County|TX|16563|1301|17864
Lee County|TX|13101|1807|14908
Leon County|TX|14258|1202|15460
Liberty County|TX|58363|8202|66565
Limestone County|TX|16139|4103|20242
Lipscomb County|TX|2845|25|2870
Live Oak County|TX|10107|502|10609
Llano County|TX|18319|112|18431
Loving County|TX|65|0|65
Lubbock County|TX|215519|20952|236471
Lynn County|TX|4748|127|4875
McCulloch County|TX|6947|160|7107
McLennan County|TX|164037|34767|198804
McMullen County|TX|643|8|651
Madison County|TX|9149|2719|11868
Marion County|TX|7752|2325|10077
Martin County|TX|4067|78|4145
Mason County|TX|3731|18|3749
Matagorda County|TX|26137|4200|30337
Maverick County|TX|49617|135|49752
Medina County|TX|39369|1012|40381
Menard County|TX|1847|13|1860
Midland County|TX|105302|9087|114389
Milam County|TX|19347|2473|21820
Mills County|TX|4440|26|4466
Mitchell County|TX|6433|1060|7493
Montague County|TX|18384|53|18437
Montgomery County|TX|380593|19401|399994
Moore County|TX|15886|336|16222
Morris County|TX|9014|2976|11990
Motley County|TX|1115|24|1139
Nacogdoches County|TX|44249|11731|55980
Navarro County|TX|33142|6606|39748
Newton County|TX|11105|2901|14006
Nolan County|TX|12728|715|13443
Nueces County|TX|277402|13637|291039
Ochiltree County|TX|8747|39|8786
Oldham County|TX|1850|62|1912
Orange County|TX|70478|6979|77457
Palo Pinto County|TX|24497|621|25118
Panola County|TX|18267|3867|22134
Parker County|TX|106862|1915|108777
Parmer County|TX|7969|119|8088
Pecos County|TX|12307|572|12879
Polk County|TX|35082|5211|40293
Potter County|TX|84523|12365|96888
Presidio County|TX|6715|47|6762
Rains County|TX|9953|256|10209
Randall County|TX|107305|2867|110172
Reagan County|TX|2596|70|2666
Real County|TX|2996|22|3018
Red River County|TX|9838|2233|12071
Reeves County|TX|10645|690|11335
Refugio County|TX|5943|483|6426
Roberts County|TX|871|1|872
Robertson County|TX|11247|3586|14833
Rockwall County|TX|65514|4521|70035
Runnels County|TX|8735|192|8927
Rusk County|TX|38512|9435|47947
Sabine County|TX|9658|784|10442
San Augustine County|TX|6375|2016|8391
San Jacinto County|TX|21693|2710|24403
San Patricio County|TX|55660|1071|56731
San Saba County|TX|5166|204|5370
Schleicher County|TX|2780|38|2818
Scurry County|TX|13325|799|14124
Shackelford County|TX|3145|29|3174
Shelby County|TX|17467|4432|21899
Sherman County|TX|2680|14|2694
Smith County|TX|147086|37629|184715
Somervell County|TX|7220|57|7277
Starr County|TX|58585|69|58654
Stephens County|TX|8161|201|8362
Sterling County|TX|1013|14|1027
Stonewall County|TX|1306|39|1345
Sutton County|TX|3662|17|3679
Swisher County|TX|5901|566|6467
Tarrant County|TX|1205530|268983|1474513
Taylor County|TX|104409|9699|114108
Terrell County|TX|828|7|835
Terry County|TX|10283|605|10888
Throckmorton County|TX|1555|11|1566
Titus County|TX|21848|3091|24939
Tom Green County|TX|90069|4445|94514
Travis County|TX|709814|87308|797122
Trinity County|TX|12302|1378|13680
Tyler County|TX|17930|2390|20320
Upshur County|TX|33466|3416|36882
Upton County|TX|2516|63|2579
Uvalde County|TX|20631|170|20801
Val Verde County|TX|41534|746|42280
Van Zandt County|TX|47784|1427|49211
Victoria County|TX|69013|5513|74526
Walker County|TX|45511|15257|60768
Waller County|TX|25254|10739|35993
Ward County|TX|8227|522|8749
Washington County|TX|25008|5947|30955
Webb County|TX|220201|1132|221333
Wharton County|TX|29793|5817|35610
Wheeler County|TX|4469|113|4582
Wichita County|TX|101331|13811|115142
Wilbarger County|TX|10585|1086|11671
Willacy County|TX|18995|473|19468
Williamson County|TX|330191|26196|356387
Wilson County|TX|38231|701|38932
Winkler County|TX|5238|156|5394
Wise County|TX|52448|627|53075
Wood County|TX|37213|1972|39185
Yoakum County|TX|5868|70|5938
Young County|TX|16748|232|16980
Zapata County|TX|13122|19|13141
Zavala County|TX|10301|89|10390
Beaver County|UT|5900|16|5916
Box Elder County|UT|45861|172|46033
Cache County|UT|100397|697|101094
Carbon County|UT|19757|93|19850
Daggett County|UT|1016|4|1020
Davis County|UT|275956|3702|279658
Duchesne County|UT|16589|44|16633
Emery County|UT|10309|26|10335
Garfield County|UT|4869|22|4891
Grand County|UT|8207|29|8236
Iron County|UT|41848|227|42075
Juab County|UT|9831|25|9856
Kane County|UT|6816|16|6832
Millard County|UT|10950|12|10962
Morgan County|UT|9234|16|9250
Piute County|UT|1474|2|1476
Rich County|UT|2196|0|2196
Salt Lake County|UT|836074|16404|852478
San Juan County|UT|6759|25|6784
Sanpete County|UT|25158|229|25387
Sevier County|UT|19734|39|19773
Summit County|UT|32890|154|33044
Tooele County|UT|52804|406|53210
Uintah County|UT|28232|121|28353
Utah County|UT|461775|2799|464574
Wasatch County|UT|21275|79|21354
Washington County|UT|123914|790|124704
Wayne County|UT|2634|2|2636
Weber County|UT|197101|3136|200237
Addison County|VT|35078|283|35361
Bennington County|VT|35858|308|36166
Caledonia County|VT|30138|167|30305
Chittenden County|VT|144752|3319|148071
Essex County|VT|6138|18|6156
Franklin County|VT|45648|213|45861
Grand Isle County|VT|6641|25|6666
Lamoille County|VT|23656|149|23805
Orange County|VT|28077|110|28187
Orleans County|VT|26310|162|26472
Rutland County|VT|59829|334|60163
Washington County|VT|57192|441|57633
Windham County|VT|42412|421|42833
Windsor County|VT|54563|327|54890
Accomack County|VA|21662|9303|30965
Albemarle County|VA|79738|9600|89338
Alleghany County|VA|15145|761|15906
Amelia County|VA|9332|2932|12264
Amherst County|VA|24829|6148|30977
Appomattox County|VA|11597|3007|14604
Arlington County|VA|148970|17632|166602
Augusta County|VA|68848|2930|71778
Bath County|VA|4432|222|4654
Bedford County|VA|62775|3942|66717
Bland County|VA|6517|228|6745
Botetourt County|VA|31469|1005|32474
Brunswick County|VA|7048|9992|17040
Buchanan County|VA|23271|616|23887
Buckingham County|VA|10644|6014|16658
Campbell County|VA|45024|7767|52791
Caroline County|VA|18649|8375|27024
Carroll County|VA|29168|178|29346
Charles City County|VA|2970|3513|6483
Charlotte County|VA|8467|3751|12218
Chesterfield County|VA|215954|69412|285366
Clarke County|VA|12662|746|13408
Craig County|VA|5122|5|5127
Culpeper County|VA|35058|7368|42426
Cumberland County|VA|6427|3278|9705
Dickenson County|VA|15712|51|15763
Dinwiddie County|VA|17899|9204|27103
Essex County|VA|6370|4247|10617
Fairfax County|VA|677990|99218|777208
Fauquier County|VA|55607|5321|60928
Floyd County|VA|14660|280|14940
Fluvanna County|VA|20743|3938|24681
Franklin County|VA|49699|4575|54274
Frederick County|VA|69934|3175|73109
Giles County|VA|16723|261|16984
Gloucester County|VA|32149|3197|35346
Goochland County|VA|16820|4180|21000
Grayson County|VA|14802|320|15122
Greene County|VA|16123|1167|17290
Greensville County|VA|4718|7321|12039
Halifax County|VA|22011|13293|35304
Hanover County|VA|86550|9304|95854
Henrico County|VA|181719|90669|272388
Henry County|VA|39487|11841|51328
Highland County|VA|2289|6|2295
Isle of Wight County|VA|25318|8712|34030
James City County|VA|53792|8805|62597
King and Queen County|VA|4663|1975|6638
King George County|VA|18089|4214|22303
King William County|VA|12297|2819|15116
Lancaster County|VA|7989|3184|11173
Lee County|VA|24092|947|25039
Loudoun County|VA|214471|22710|237181
Louisa County|VA|25996|5870|31866
Lunenburg County|VA|7856|4487|12343
Madison County|VA|11543|1302|12845
Mathews County|VA|7898|823|8721
Mecklenburg County|VA|19619|12050|31669
Middlesex County|VA|8680|1978|10658
Montgomery County|VA|82643|3716|86359
Nelson County|VA|12509|1967|14476
New Kent County|VA|15057|2484|17541
Northampton County|VA|7168|4528|11696
Northumberland County|VA|8801|3123|11924
Nottoway County|VA|8968|6227|15195
Orange County|VA|27584|4256|31840
Page County|VA|23063|466|23529
Patrick County|VA|16847|1085|17932
Pittsylvania County|VA|47918|14018|61936
Powhatan County|VA|23515|3822|27337
Prince Edward County|VA|14796|7756|22552
Prince George County|VA|21845|11429|33274
Prince William County|VA|232401|81196|313597
Pulaski County|VA|32250|1757|34007
Rappahannock County|VA|6834|321|7155
Richmond County|VA|6001|2804|8805
Roanoke County|VA|83140|4643|87783
Rockbridge County|VA|21097|594|21691
Rockingham County|VA|71182|1273|72455
Russell County|VA|28270|233|28503
Scott County|VA|22700|135|22835
Shenandoah County|VA|39070|734|39804
Smyth County|VA|30847|640|31487
Southampton County|VA|11215|6916|18131
Spotsylvania County|VA|92452|18671|111123
Stafford County|VA|93483|21881|115364
Surry County|VA|3618|3254|6872
Sussex County|VA|4747|7023|11770
Tazewell County|VA|42868|1333|44201
Warren County|VA|34144|1736|35880
Washington County|VA|53249|690|53939
Westmoreland County|VA|11501|4891|16392
Wise County|VA|38561|2137|40698
Wythe County|VA|27790|818|28608
York County|VA|50031|8751|58782
Alexandria city|VA|85186|30491|115677
Bedford city|VA|4755|1256|6011
Bristol city|VA|16214|1009|17223
Buena Vista city|VA|6050|347|6397
Charlottesville city|VA|30031|8437|38468
Chesapeake city|VA|139012|66237|205249
Colonial Heights city|VA|14326|1783|16109
Covington city|VA|5014|746|5760
Danville city|VA|20531|20795|41326
Emporia city|VA|1937|3706|5643
Fairfax city|VA|15706|1071|16777
Falls Church city|VA|9853|532|10385
Franklin city|VA|3380|4884|8264
Fredericksburg city|VA|15596|5498|21094
Galax city|VA|6044|439|6483
Hampton city|VA|58642|68104|126746
Harrisonburg city|VA|38371|3112|41483
Hopewell city|VA|12515|8367|20882
Lexington city|VA|6003|680|6683
Lynchburg city|VA|48674|22140|70814
Manassas city|VA|23336|5188|28524
Manassas Park city|VA|7985|1852|9837
Martinsville city|VA|6903|6213|13116
Newport News city|VA|88518|73514|162032
Norfolk city|VA|114304|104672|218976
Norton city|VA|3510|250|3760
Petersburg city|VA|5217|25646|30863
Poquoson city|VA|11557|78|11635
Portsmouth city|VA|39701|50878|90579
Radford city|VA|14273|1279|15552
Richmond city|VA|83288|103342|186630
Roanoke city|VA|62343|27612|89955
Salem city|VA|21872|1763|23635
Staunton city|VA|19874|2885|22759
Suffolk city|VA|44197|36120|80317
Virginia Beach city|VA|296670|85935|382605
Waynesboro city|VA|17274|2229|19503
Williamsburg city|VA|10407|1968|12375
Winchester city|VA|19532|2864|22396
Adams County|WA|11703|109|11812
Asotin County|WA|20392|92|20484
Benton County|WA|144418|2221|146639
Chelan County|WA|57484|236|57720
Clallam County|WA|62092|596|62688
Clark County|WA|363397|8426|371823
Columbia County|WA|3791|12|3803
Cowlitz County|WA|91069|642|91711
Douglas County|WA|30573|128|30701
Ferry County|WA|5758|26|5784
Franklin County|WA|47270|1473|48743
Garfield County|WA|2125|0|2125
Grant County|WA|64906|990|65896
Grays Harbor County|WA|61825|803|62628
Island County|WA|67611|1716|69327
Jefferson County|WA|27198|246|27444
King County|WA|1325845|119801|1445646
Kitsap County|WA|207369|6650|214019
Kittitas County|WA|36544|364|36908
Klickitat County|WA|17824|50|17874
Lewis County|WA|67712|405|68117
Lincoln County|WA|10038|28|10066
Mason County|WA|52281|659|52940
Okanogan County|WA|30399|159|30558
Pacific County|WA|18286|79|18365
Pend Oreille County|WA|11907|52|11959
Pierce County|WA|590040|53998|644038
San Juan County|WA|14597|54|14651
Skagit County|WA|97448|774|98222
Skamania County|WA|10265|46|10311
Snohomish County|WA|559011|18168|577179
Spokane County|WA|420275|8056|428331
Stevens County|WA|38923|145|39068
Thurston County|WA|207856|6752|214608
Wahkiakum County|WA|3738|10|3748
Walla Walla County|WA|49654|1079|50733
Whatcom County|WA|171816|1929|173745
Whitman County|WA|37866|748|38614
Yakima County|WA|155056|2320|157376
Barbour County|WV|16059|124|16183
Berkeley County|WV|91500|7432|98932
Boone County|WV|24271|122|24393
Braxton County|WV|14259|59|14318
Brooke County|WV|23358|281|23639
Cabell County|WV|88194|4784|92978
Calhoun County|WV|7504|16|7520
Clay County|WV|9271|6|9277
Doddridge County|WV|7955|111|8066
Fayette County|WV|43026|2122|45148
Gilmer County|WV|7173|1073|8246
Grant County|WV|11657|80|11737
Greenbrier County|WV|33565|981|34546
Hampshire County|WV|23301|240|23541
Hancock County|WV|29365|712|30077
Hardy County|WV|13161|354|13515
Harrison County|WV|66306|1121|67427
Jackson County|WV|28673|85|28758
Jefferson County|WV|46876|3524|50400
Kanawha County|WV|172036|14115|186151
Lewis County|WV|16029|74|16103
Lincoln County|WV|21504|18|21522
Logan County|WV|35475|788|36263
McDowell County|WV|19710|2107|21817
Marion County|WV|53226|1858|55084
Marshall County|WV|32429|177|32606
Mason County|WV|26704|171|26875
Mercer County|WV|57009|3791|60800
Mineral County|WV|26890|782|27672
Mingo County|WV|26048|473|26521
Monongalia County|WV|87488|3496|90984
Monroe County|WV|13162|91|13253
Morgan County|WV|17063|97|17160
Nicholas County|WV|25805|43|25848
Ohio County|WV|41416|1636|43052
Pendleton County|WV|7402|150|7552
Pleasants County|WV|7401|100|7501
Pocahontas County|WV|8528|60|8588
Preston County|WV|32724|361|33085
Putnam County|WV|53684|490|54174
Raleigh County|WV|69800|6468|76268
Randolph County|WV|28614|344|28958
Ritchie County|WV|10308|20|10328
Roane County|WV|14682|19|14701
Summers County|WV|12957|664|13621
Taylor County|WV|16481|125|16606
Tucker County|WV|7051|11|7062
Tyler County|WV|9112|14|9126
Upshur County|WV|23675|158|23833
Wayne County|WV|41870|74|41944
Webster County|WV|9027|14|9041
Wetzel County|WV|16371|24|16395
Wirt County|WV|5631|9|5640
Wood County|WV|83846|958|84804
Wyoming County|WV|23356|117|23473
Adams County|WI|19409|633|20042
Ashland County|WI|13662|48|13710
Barron County|WI|44076|407|44483
Bayfield County|WI|13024|46|13070
Brown County|WI|214415|5491|219906
Buffalo County|WI|13253|37|13290
Burnett County|WI|14163|81|14244
Calumet County|WI|46187|246|46433
Chippewa County|WI|59504|982|60486
Clark County|WI|33338|80|33418
Columbia County|WI|54468|717|55185
Crawford County|WI|16080|296|16376
Dane County|WI|413631|25347|438978
Dodge County|WI|83294|2381|85675
Door County|WI|26839|144|26983
Douglas County|WI|41166|486|41652
Dunn County|WI|41545|220|41765
Eau Claire County|WI|91946|874|92820
Florence County|WI|4306|10|4316
Fond du Lac County|WI|95674|1305|96979
Forest County|WI|7690|76|7766
Grant County|WI|49655|588|50243
Green County|WI|35593|140|35733
Green Lake County|WI|18428|88|18516
Iowa County|WI|23127|87|23214
Iron County|WI|5790|3|5793
Jackson County|WI|18258|400|18658
Jefferson County|WI|78632|681|79313
Juneau County|WI|25077|557|25634
Kenosha County|WI|139416|11052|150468
Kewaunee County|WI|19955|69|20024
La Crosse County|WI|105540|1610|107150
Lafayette County|WI|16292|39|16331
Langlade County|WI|19267|72|19339
Lincoln County|WI|27929|157|28086
Manitowoc County|WI|76402|442|76844
Marathon County|WI|122446|841|123287
Marinette County|WI|40559|108|40667
Marquette County|WI|14920|77|14997
Menominee County|WI|451|19|470
Milwaukee County|WI|574656|253764|828420
Monroe County|WI|41940|512|42452
Oconto County|WI|36418|73|36491
Oneida County|WI|34787|152|34939
Outagamie County|WI|161238|1736|162974
Ozaukee County|WI|82010|1177|83187
Pepin County|WI|7337|21|7358
Pierce County|WI|39614|232|39846
Polk County|WI|42807|96|42903
Portage County|WI|65981|383|66364
Price County|WI|13750|39|13789
Racine County|WI|155731|21767|177498
Richland County|WI|17540|82|17622
Rock County|WI|140513|7978|148491
Rusk County|WI|14398|61|14459
St. Croix County|WI|80914|552|81466
Sauk County|WI|58588|357|58945
Sawyer County|WI|13123|77|13200
Shawano County|WI|37254|143|37397
Sheboygan County|WI|103861|1684|105545
Taylor County|WI|20248|58|20306
Trempealeau County|WI|27230|62|27292
Vernon County|WI|29085|109|29194
Vilas County|WI|18658|35|18693
Walworth County|WI|93935|980|94915
Washburn County|WI|15343|36|15379
Washington County|WI|126317|1155|127472
Waukesha County|WI|363963|4914|368877
Waupaca County|WI|50916|154|51070
Waushara County|WI|23012|454|23466
Winnebago County|WI|154445|2975|157420
Wood County|WI|71048|393|71441
Albany County|WY|32720|422|33142
Big Horn County|WY|11009|26|11035
Campbell County|WY|42974|159|43133
Carbon County|WY|14103|116|14219
Converse County|WY|13160|46|13206
Crook County|WY|6884|14|6898
Fremont County|WY|29813|101|29914
Goshen County|WY|12526|79|12605
Hot Springs County|WY|4609|12|4621
Johnson County|WY|8267|14|8281
Laramie County|WY|81205|2248|83453
Lincoln County|WY|17281|33|17314
Natrona County|WY|70015|665|70680
Niobrara County|WY|2397|5|2402
Park County|WY|26951|56|27007
Platte County|WY|8268|28|8296
Sheridan County|WY|27782|107|27889
Sublette County|WY|9552|32|9584
Sweetwater County|WY|38748|438|39186
Teton County|WY|18821|49|18870
Uinta County|WY|19514|55|19569
Washakie County|WY|7795|22|7817
Weston County|WY|6885|21|6906
